Martin,;5000,;5000,;6,;3,;b,;y,;1,;Tue Nov 26 09:45:27 2019 ,;
0,;Los,; ,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;
0,;Bahnhof,;b,;500,;1,;10,;20,;30,;40,;50,;60,;0,;100,;110,;120,;130,;
0,;Marktplatz,;g,;1000,;500,;120,;130,;140,;150,;360,;478,;0,;100,;110,;120,;130,;
0,;FrontenhStrasse,;g,;1000,;500,;120,;130,;140,;150,;360,;478,;0,;100,;110,;120,;130,;
0,;Frontenhausener Strasse,;y,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Aktionskarte,; ,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;
0,;Frontenhausener Strasse,;b,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Frontenhausener Strasse,;b,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Frontenhausener Strasse,;p,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Frontenhausener Strasse,;p,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Frontenhausener Strasse,;r,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Aktionskarte,; ,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;
0,;Frontenhausener Strasse,;p,;3000,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
0,;Frontenhausener Strasse,; ,;0,;0,;0,;0,;0,;0,;0,;0,;0,;100,;110,;120,;130,;
